date,product_id,category,demand_units,unit_price,revenue,stock_level,is_promotion,warehouse,year,month,week,quarter,rolling_4w_demand,demand_vs_avg,is_stockout_risk,promo_demand_lift
2023-04-23,SKU001,Electronics,514,183.9,94524.6,495,0,WH-C,2023,4,16,2,536.0,-0.041,0,0
2023-04-30,SKU001,Electronics,446,484.08,215899.68,652,0,WH-B,2023,4,17,2,505.0,-0.117,0,0
2023-05-07,SKU001,Electronics,429,466.85,200278.65,410,0,WH-C,2023,5,18,2,477.0,-0.101,0,0
2023-05-14,SKU001,Electronics,396,282.46,111854.16,771,0,WH-A,2023,5,19,2,446.2,-0.113,0,0
2023-05-21,SKU001,Electronics,436,56.22,24511.92,719,0,WH-A,2023,5,20,2,426.8,0.022,0,0
2023-05-28,SKU001,Electronics,431,274.86,118464.66,821,0,WH-A,2023,5,21,2,423.0,0.019,0,0
2023-06-04,SKU001,Electronics,432,307.69,132922.08,0,0,WH-A,2023,6,22,2,423.8,0.019,1,0
2023-06-11,SKU001,Electronics,424,181.29,76866.96,60,0,WH-A,2023,6,23,2,430.8,-0.016,0,0
2023-06-18,SKU001,Electronics,404,238.3,96273.2,450,0,WH-A,2023,6,24,2,422.8,-0.044,0,0
2023-06-25,SKU001,Electronics,421,244.5,102934.5,455,0,WH-A,2023,6,25,2,420.2,0.002,0,0
2023-07-02,SKU001,Electronics,459,371.6,170564.4,234,1,WH-A,2023,7,26,3,427.0,0.075,0,459
2023-07-09,SKU001,Electronics,427,130.07,55539.89,765,0,WH-A,2023,7,27,3,427.8,-0.002,0,0
2023-07-16,SKU001,Electronics,431,294.23,126813.13,253,0,WH-A,2023,7,28,3,434.5,-0.008,0,0
2023-07-23,SKU001,Electronics,402,362.97,145913.94,804,0,WH-B,2023,7,29,3,429.8,-0.065,0,0
2023-07-30,SKU001,Electronics,445,318.18,141590.1,725,0,WH-A,2023,7,30,3,426.2,0.044,0,0
2023-08-06,SKU001,Electronics,423,51.35,21721.05,768,0,WH-C,2023,8,31,3,425.2,-0.005,0,0
2023-08-13,SKU001,Electronics,432,228.04,98513.28,794,0,WH-B,2023,8,32,3,425.5,0.015,0,0
2023-08-20,SKU001,Electronics,401,261.87,105009.87,653,0,WH-C,2023,8,33,3,425.2,-0.057,0,0
2023-08-27,SKU001,Electronics,411,285.54,117356.94,702,0,WH-C,2023,8,34,3,416.8,-0.014,0,0
2023-09-03,SKU001,Electronics,363,264.14,95882.82,872,0,WH-C,2023,9,35,3,401.8,-0.097,0,0
2023-09-10,SKU001,Electronics,378,250.68,94757.04,415,0,WH-A,2023,9,36,3,388.2,-0.026,0,0
2023-09-17,SKU001,Electronics,344,113.22,38947.68,80,0,WH-C,2023,9,37,3,374.0,-0.08,0,0
2023-09-24,SKU001,Electronics,322,147.1,47366.2,160,0,WH-A,2023,9,38,3,351.8,-0.085,0,0
2023-10-01,SKU001,Electronics,327,455.76,149033.52,686,0,WH-A,2023,10,39,4,342.8,-0.046,0,0
2023-10-08,SKU001,Electronics,227,27.8,6310.6,675,0,WH-B,2023,10,40,4,305.0,-0.256,0,0
2023-10-15,SKU001,Electronics,251,474.09,118996.59,717,0,WH-B,2023,10,41,4,281.8,-0.109,0,0
2023-10-22,SKU001,Electronics,229,90.88,20811.52,636,0,WH-B,2023,10,42,4,258.5,-0.114,0,0
2023-10-29,SKU001,Electronics,257,259.61,66719.77,199,1,WH-C,2023,10,43,4,241.0,0.066,0,257
2023-11-05,SKU001,Electronics,235,486.33,114287.55,693,0,WH-C,2023,11,44,4,243.0,-0.033,0,0
2023-11-12,SKU001,Electronics,270,331.4,89478.0,862,0,WH-B,2023,11,45,4,247.8,0.09,0,0
2023-11-19,SKU001,Electronics,291,76.57,22281.87,121,0,WH-C,2023,11,46,4,263.2,0.106,0,0
2023-11-26,SKU001,Electronics,265,18.55,4915.75,622,0,WH-B,2023,11,47,4,265.2,-0.001,0,0
2023-12-03,SKU001,Electronics,265,435.47,115399.55,743,0,WH-B,2023,12,48,4,272.8,-0.029,0,0
2023-12-10,SKU001,Electronics,309,459.87,142099.83,64,0,WH-C,2023,12,49,4,282.5,0.094,0,0
2023-12-17,SKU001,Electronics,358,249.33,89260.14,545,1,WH-A,2023,12,50,4,299.2,0.197,0,358
2023-12-24,SKU001,Electronics,414,40.71,16853.94,770,0,WH-B,2023,12,51,4,336.5,0.23,0,0
2023-12-31,SKU001,Electronics,432,240.01,103684.32,202,0,WH-C,2023,12,52,4,378.2,0.142,0,0
2024-01-07,SKU001,Electronics,489,124.16,60714.24,873,0,WH-B,2024,1,1,1,423.2,0.155,0,0
2024-01-14,SKU001,Electronics,496,323.82,160614.72,515,1,WH-B,2024,1,2,1,457.8,0.083,0,496
2024-01-21,SKU001,Electronics,512,479.62,245565.44,284,0,WH-C,2024,1,3,1,482.2,0.062,0,0
2024-01-28,SKU001,Electronics,539,59.22,31919.58,688,0,WH-B,2024,1,4,1,509.0,0.059,0,0
2024-02-04,SKU001,Electronics,615,35.43,21789.45,801,0,WH-C,2024,2,5,1,540.5,0.138,0,0
2024-02-11,SKU001,Electronics,629,74.25,46703.25,354,0,WH-C,2024,2,6,1,573.8,0.096,0,0
2024-02-18,SKU001,Electronics,611,452.25,276324.75,281,0,WH-B,2024,2,7,1,598.5,0.021,0,0
2024-02-25,SKU001,Electronics,625,374.86,234287.5,22,0,WH-B,2024,2,8,1,620.0,0.008,1,0
2024-03-03,SKU001,Electronics,642,372.61,239215.62,877,1,WH-B,2024,3,9,1,626.8,0.024,0,642
2024-03-10,SKU001,Electronics,627,432.81,271371.87,323,0,WH-A,2024,3,10,1,626.2,0.001,0,0
2024-03-17,SKU001,Electronics,613,158.66,97258.58,11,0,WH-B,2024,3,11,1,626.8,-0.022,1,0
2024-03-24,SKU001,Electronics,576,374.91,215948.16,59,0,WH-B,2024,3,12,1,614.5,-0.063,0,0
2024-03-31,SKU001,Electronics,592,127.25,75332.0,357,0,WH-C,2024,3,13,1,602.0,-0.017,0,0
2024-04-07,SKU001,Electronics,531,149.27,79262.37,667,0,WH-A,2024,4,14,2,578.0,-0.081,0,0
2024-04-14,SKU001,Electronics,518,26.64,13799.52,834,1,WH-A,2024,4,15,2,554.2,-0.065,0,518
2024-04-21,SKU001,Electronics,508,195.4,99263.2,39,0,WH-B,2024,4,16,2,537.2,-0.054,1,0
2024-04-28,SKU001,Electronics,475,366.27,173978.25,16,0,WH-B,2024,4,17,2,508.0,-0.065,1,0
2024-05-05,SKU001,Electronics,518,361.23,187117.14,32,1,WH-C,2024,5,18,2,504.8,0.026,1,518
2024-05-12,SKU001,Electronics,486,317.68,154392.48,426,0,WH-B,2024,5,19,2,496.8,-0.022,0,0
2024-05-19,SKU001,Electronics,444,96.16,42695.04,663,1,WH-B,2024,5,20,2,480.8,-0.077,0,444
2024-05-26,SKU001,Electronics,431,160.87,69334.97,100,0,WH-A,2024,5,21,2,469.8,-0.083,0,0
2024-06-02,SKU001,Electronics,453,109.07,49408.71,832,0,WH-C,2024,6,22,2,453.5,-0.001,0,0
2024-06-09,SKU001,Electronics,419,184.96,77498.24,541,1,WH-B,2024,6,23,2,436.8,-0.041,0,419
2024-06-16,SKU001,Electronics,450,144.14,64863.0,54,0,WH-B,2024,6,24,2,438.2,0.027,0,0
2024-06-23,SKU001,Electronics,422,437.61,184671.42,788,1,WH-C,2024,6,25,2,436.0,-0.032,0,422
2024-06-30,SKU001,Electronics,446,387.33,172749.18,365,1,WH-C,2024,6,26,2,434.2,0.027,0,446
2024-07-07,SKU001,Electronics,467,351.99,164379.33,578,0,WH-B,2024,7,27,3,446.2,0.047,0,0
2024-07-14,SKU001,Electronics,482,360.72,173867.04,751,0,WH-A,2024,7,28,3,454.2,0.061,0,0
2024-07-21,SKU001,Electronics,469,369.08,173098.52,946,0,WH-C,2024,7,29,3,466.0,0.006,0,0
2024-07-28,SKU001,Electronics,464,302.79,140494.56,925,0,WH-C,2024,7,30,3,470.5,-0.014,0,0
2024-08-04,SKU001,Electronics,465,279.21,129832.65,419,0,WH-A,2024,8,31,3,470.0,-0.011,0,0
2024-08-11,SKU001,Electronics,464,480.37,222891.68,980,0,WH-A,2024,8,32,3,465.5,-0.003,0,0
2024-08-18,SKU001,Electronics,452,316.69,143143.88,146,0,WH-B,2024,8,33,3,461.2,-0.02,0,0
2024-08-25,SKU001,Electronics,400,336.6,134640.0,829,0,WH-C,2024,8,34,3,445.2,-0.102,0,0
2024-09-01,SKU001,Electronics,393,25.52,10029.36,561,0,WH-A,2024,9,35,3,427.2,-0.08,0,0
2024-09-08,SKU001,Electronics,383,466.53,178680.99,52,1,WH-A,2024,9,36,3,407.0,-0.059,0,383
2024-09-15,SKU001,Electronics,388,280.78,108942.64,114,0,WH-C,2024,9,37,3,391.0,-0.008,0,0
2024-09-22,SKU001,Electronics,314,264.1,82927.4,622,1,WH-C,2024,9,38,3,369.5,-0.15,0,314
2024-09-29,SKU001,Electronics,320,146.02,46726.4,425,0,WH-C,2024,9,39,3,351.2,-0.089,0,0
2024-10-06,SKU001,Electronics,269,58.11,15631.59,62,0,WH-A,2024,10,40,4,322.8,-0.167,0,0
2024-10-13,SKU001,Electronics,431,314.45,135527.95,528,0,WH-C,2024,10,41,4,333.5,0.292,0,0
2024-10-20,SKU001,Electronics,267,232.46,62066.82,592,1,WH-A,2024,10,42,4,321.8,-0.17,0,267
2024-10-27,SKU001,Electronics,258,304.35,78522.3,520,1,WH-A,2024,10,43,4,306.2,-0.157,0,258
2024-11-03,SKU001,Electronics,243,331.22,80486.46,164,0,WH-A,2024,11,44,4,299.8,-0.189,0,0
2024-11-10,SKU001,Electronics,246,415.69,102259.74,905,0,WH-C,2024,11,45,4,253.5,-0.03,0,0
2024-11-17,SKU001,Electronics,277,332.26,92036.02,293,0,WH-B,2024,11,46,4,256.0,0.082,0,0
2024-11-24,SKU001,Electronics,288,384.68,110787.84,9,0,WH-A,2024,11,47,4,263.5,0.093,1,0
2024-12-01,SKU001,Electronics,310,170.88,52972.8,267,0,WH-C,2024,12,48,4,280.2,0.106,0,0
2024-12-08,SKU001,Electronics,352,197.36,69470.72,656,0,WH-C,2024,12,49,4,306.8,0.147,0,0
2024-12-15,SKU001,Electronics,352,12.08,4252.16,213,0,WH-A,2024,12,50,4,325.5,0.081,0,0
2024-12-22,SKU001,Electronics,383,95.15,36442.45,479,0,WH-A,2024,12,51,4,349.2,0.097,0,0
2024-12-29,SKU001,Electronics,444,175.8,78055.2,17,0,WH-C,2024,12,52,4,382.8,0.16,1,0
2022-01-02,SKU002,Electronics,18,52.64,947.52,570,0,WH-B,2022,1,52,1,18.0,0.0,0,0
2022-01-09,SKU002,Electronics,86,447.88,38517.68,296,0,WH-C,2022,1,1,1,52.0,0.654,0,0
2022-01-16,SKU002,Electronics,103,41.33,4256.99,287,0,WH-C,2022,1,2,1,69.0,0.493,0,0
2022-01-23,SKU002,Electronics,88,335.76,29546.88,455,0,WH-B,2022,1,3,1,73.8,0.192,0,0
2022-01-30,SKU002,Electronics,99,431.68,42736.32,44,0,WH-A,2022,1,4,1,94.0,0.053,1,0
2022-02-06,SKU002,Electronics,121,125.44,15178.24,198,0,WH-B,2022,2,5,1,102.8,0.177,0,0
2022-02-13,SKU002,Electronics,103,287.255,29587.26,694,0,WH-A,2022,2,6,1,102.8,0.002,0,0
2022-02-20,SKU002,Electronics,60,402.82,24169.2,420,0,WH-A,2022,2,7,1,95.8,-0.374,0,0
2022-02-27,SKU002,Electronics,53,235.26,12468.78,201,0,WH-A,2022,2,8,1,84.2,-0.371,0,0
2022-03-06,SKU002,Electronics,81,166.66,13499.46,190,0,WH-A,2022,3,9,1,74.2,0.092,0,0
2022-03-13,SKU002,Electronics,78,284.13,22162.14,369,0,WH-A,2022,3,10,1,68.0,0.147,0,0
2022-03-20,SKU002,Electronics,126,380.47,47939.22,929,0,WH-A,2022,3,11,1,84.5,0.491,0,0
2022-03-27,SKU002,Electronics,73,458.52,33471.96,292,0,WH-A,2022,3,12,1,89.5,-0.184,0,0
2022-04-03,SKU002,Electronics,88,168.87,14860.56,762,0,WH-B,2022,4,13,2,91.2,-0.035,0,0
2022-04-10,SKU002,Electronics,42,421.6,17707.2,911,0,WH-C,2022,4,14,2,82.2,-0.489,0,0
2022-04-17,SKU002,Electronics,87,195.38,16998.06,398,0,WH-B,2022,4,15,2,72.5,0.2,0,0
2022-04-24,SKU002,Electronics,89,28.68,2552.52,684,0,WH-B,2022,4,16,2,76.5,0.163,0,0
2022-05-01,SKU002,Electronics,62,176.28,10929.36,601,0,WH-B,2022,5,17,2,70.0,-0.114,0,0
2022-05-08,SKU002,Electronics,57,483.66,27568.62,285,0,WH-B,2022,5,18,2,73.8,-0.228,0,0
2022-05-15,SKU002,Electronics,35,35.76,1251.6,846,0,WH-A,2022,5,19,2,60.8,-0.424,0,0
2022-05-22,SKU002,Electronics,55,474.32,26087.6,962,1,WH-B,2022,5,20,2,52.2,0.054,0,55
2022-05-29,SKU002,Electronics,38,345.56,13131.28,99,0,WH-B,2022,5,21,2,46.2,-0.177,0,0
2022-06-05,SKU002,Electronics,40,59.11,2364.4,165,1,WH-B,2022,6,22,2,42.0,-0.048,0,40
2022-06-12,SKU002,Electronics,21,199.73,4194.33,67,0,WH-B,2022,6,23,2,38.5,-0.455,0,0
2022-06-19,SKU002,Electronics,35,425.35,14887.25,165,0,WH-B,2022,6,24,2,33.5,0.045,0,0
2022-06-26,SKU002,Electronics,84,348.08,29238.72,240,1,WH-C,2022,6,25,2,45.0,0.867,0,84
2022-07-03,SKU002,Electronics,36,483.62,17410.32,840,0,WH-A,2022,7,26,3,44.0,-0.182,0,0
2022-07-10,SKU002,Electronics,41,415.98,17055.18,444,0,WH-B,2022,7,27,3,49.0,-0.163,0,0
2022-07-17,SKU002,Electronics,36,106.19,3822.84,642,0,WH-A,2022,7,28,3,49.2,-0.268,0,0
2022-07-24,SKU002,Electronics,72,480.55,34599.6,507,0,WH-C,2022,7,29,3,46.2,0.558,0,0
2022-07-31,SKU002,Electronics,68,94.9,6453.2,980,1,WH-B,2022,7,30,3,54.2,0.255,0,68
2022-08-07,SKU002,Electronics,67,25.06,1679.02,411,0,WH-C,2022,8,31,3,60.8,0.102,0,0
2022-08-14,SKU002,Electronics,21,480.35,10087.35,19,0,WH-C,2022,8,32,3,57.0,-0.632,1,0
2022-08-21,SKU002,Electronics,103,296.23,30511.69,49,1,WH-C,2022,8,33,3,64.8,0.59,1,103
2022-08-28,SKU002,Electronics,36,361.86,13026.96,88,0,WH-A,2022,8,34,3,56.8,-0.366,0,0
2022-09-04,SKU002,Electronics,60,53.66,3219.6,393,0,WH-C,2022,9,35,3,55.0,0.091,0,0
2022-09-11,SKU002,Electronics,58,302.24,17529.92,230,0,WH-B,2022,9,36,3,64.2,-0.097,0,0
2022-09-18,SKU002,Electronics,56,485.35,27179.6,879,0,WH-C,2022,9,37,3,52.5,0.067,0,0
2022-09-25,SKU002,Electronics,57,32.07,1827.99,95,0,WH-A,2022,9,38,3,57.8,-0.014,0,0
2022-10-02,SKU002,Electronics,22,301.29,6628.38,532,0,WH-B,2022,10,39,4,48.2,-0.544,0,0
2022-10-09,SKU002,Electronics,40,19.68,787.2,290,1,WH-B,2022,10,40,4,43.8,-0.087,0,40
2022-10-16,SKU002,Electronics,9,378.05,3402.45,392,0,WH-C,2022,10,41,4,32.0,-0.719,0,0
2022-10-23,SKU002,Electronics,10,59.58,595.8,985,0,WH-B,2022,10,42,4,20.2,-0.505,0,0
2022-10-30,SKU002,Electronics,39,190.83,7442.37,954,0,WH-C,2022,10,43,4,24.5,0.592,0,0
2022-11-06,SKU002,Electronics,36,334.69,12048.84,985,0,WH-A,2022,11,44,4,23.5,0.532,0,0
2022-11-13,SKU002,Electronics,21,49.98,1049.58,45,0,WH-A,2022,11,45,4,26.5,-0.208,0,0
2022-11-20,SKU002,Electronics,23,198.0,4554.0,453,0,WH-B,2022,11,46,4,29.8,-0.228,0,0
2022-11-27,SKU002,Electronics,43,71.04,3054.72,414,0,WH-C,2022,11,47,4,30.8,0.396,0,0
2022-12-04,SKU002,Electronics,45,308.14,13866.3,852,0,WH-C,2022,12,48,4,33.0,0.364,0,0
2022-12-11,SKU002,Electronics,57,353.43,20145.51,910,0,WH-A,2022,12,49,4,42.0,0.357,0,0
2022-12-18,SKU002,Electronics,23,362.51,8337.73,555,0,WH-B,2022,12,50,4,42.0,-0.452,0,0
2022-12-25,SKU002,Electronics,34,101.39,3447.26,728,1,WH-C,2022,12,51,4,39.8,-0.146,0,34
2023-01-01,SKU002,Electronics,31,87.19,2702.89,528,0,WH-C,2023,1,52,1,36.2,-0.144,0,0
2023-01-08,SKU002,Electronics,31,35.05,1086.55,511,0,WH-A,2023,1,1,1,29.8,0.04,0,0
2023-01-15,SKU002,Electronics,34,24.75,841.5,272,0,WH-A,2023,1,2,1,32.5,0.046,0,0
2023-01-22,SKU002,Electronics,62,89.98,5578.76,863,0,WH-A,2023,1,3,1,39.5,0.57,0,0
2023-01-29,SKU002,Electronics,71,379.72,26960.12,282,0,WH-C,2023,1,4,1,49.5,0.434,0,0
2023-02-05,SKU002,Electronics,66,366.32,24177.12,568,1,WH-C,2023,2,5,1,58.2,0.134,0,66
2023-02-12,SKU002,Electronics,103,49.2,5067.6,133,0,WH-C,2023,2,6,1,75.5,0.364,0,0
2023-02-19,SKU002,Electronics,82,188.31,15441.42,321,1,WH-A,2023,2,7,1,80.5,0.019,0,82
2023-02-26,SKU002,Electronics,79,178.11,14070.69,909,0,WH-B,2023,2,8,1,82.5,-0.042,0,0
2023-03-05,SKU002,Electronics,70,221.8,15526.0,644,0,WH-A,2023,3,9,1,83.5,-0.162,0,0
2023-03-12,SKU002,Electronics,108,410.82,44368.56,637,0,WH-B,2023,3,10,1,84.8,0.274,0,0
2023-03-19,SKU002,Electronics,120,472.48,56697.6,555,0,WH-C,2023,3,11,1,94.2,0.274,0,0
2023-03-26,SKU002,Electronics,75,29.99,2249.25,151,0,WH-B,2023,3,12,1,93.2,-0.195,0,0
2023-04-02,SKU002,Electronics,123,322.01,39607.23,517,0,WH-A,2023,4,13,2,106.5,0.155,0,0
2023-04-09,SKU002,Electronics,78,337.17,26299.26,657,0,WH-C,2023,4,14,2,99.0,-0.212,0,0
2023-04-16,SKU002,Electronics,65,38.61,2509.65,416,0,WH-B,2023,4,15,2,85.2,-0.237,0,0
2023-04-23,SKU002,Electronics,46,320.7,14752.2,347,0,WH-B,2023,4,16,2,78.0,-0.41,0,0
2023-04-30,SKU002,Electronics,47,423.39,19899.33,499,0,WH-C,2023,4,17,2,59.0,-0.203,0,0
2023-05-07,SKU002,Electronics,56,323.6,18121.6,363,0,WH-C,2023,5,18,2,53.5,0.047,0,0
2023-05-14,SKU002,Electronics,54,290.38,15680.52,65,0,WH-B,2023,5,19,2,50.8,0.063,0,0
2023-05-21,SKU002,Electronics,15,178.41,2676.15,518,0,WH-B,2023,5,20,2,43.0,-0.651,0,0
2023-05-28,SKU002,Electronics,50,15.47,773.5,145,1,WH-A,2023,5,21,2,43.8,0.142,0,50
2023-06-04,SKU002,Electronics,91,430.87,39209.17,817,0,WH-B,2023,6,22,2,52.5,0.733,0,0
2023-06-11,SKU002,Electronics,77,425.99,32801.23,140,1,WH-B,2023,6,23,2,58.2,0.323,0,77
2023-06-18,SKU002,Electronics,65,104.6,6799.0,516,0,WH-B,2023,6,24,2,70.8,-0.082,0,0
2023-06-25,SKU002,Electronics,70,336.14,23529.8,606,0,WH-C,2023,6,25,2,75.8,-0.077,0,0
2023-07-02,SKU002,Electronics,19,145.71,2768.49,251,0,WH-B,2023,7,26,3,57.8,-0.671,0,0
